nodeId,kmeans_cluster,louvain_cluster,subject
270085,1,54,Genetic_Algorithms
1131223,2,11,Probabilistic_Methods
1152673,4,14,Neural_Networks
23774,7,2,Reinforcement_Learning
1154076,1,54,Genetic_Algorithms
37541,4,14,Theory
1105622,0,20,Neural_Networks
682508,0,69,Probabilistic_Methods
230884,0,16,Neural_Networks
13136,4,16,Neural_Networks
20942,5,1,Theory
400356,4,13,Neural_Networks
1130243,0,73,Probabilistic_Methods
521207,6,18,Case_Based
552469,5,1,Theory
594047,1,54,Genetic_Algorithms
65653,3,1,Theory
1107062,1,54,Genetic_Algorithms
644494,2,11,Probabilistic_Methods
29738,0,82,Probabilistic_Methods
13652,1,26,Neural_Networks
75695,4,16,Neural_Networks
523010,4,16,Neural_Networks
195150,5,1,Rule_Learning
1125993,6,18,Case_Based
683404,2,3,Probabilistic_Methods
941,6,12,Case_Based
1128839,4,14,Neural_Networks
1115456,5,32,Neural_Networks
100701,6,12,Case_Based
52847,5,1,Theory
5966,1,1,Genetic_Algorithms
1104787,4,9,Neural_Networks
1133417,2,3,Probabilistic_Methods
126926,2,11,Probabilistic_Methods
191222,4,21,Neural_Networks
820661,0,93,Neural_Networks
686030,7,2,Neural_Networks
430329,0,9,Neural_Networks
89308,6,12,Case_Based
559804,2,42,Probabilistic_Methods
28456,7,5,Theory
18536,0,36,Neural_Networks
57119,1,54,Genetic_Algorithms
1128881,5,1,Rule_Learning
43186,4,14,Neural_Networks
68505,3,5,Theory
